name,description,category,url,scraped_at
Mend Bolt,Detect open source vulnerabilities in real time with suggested fixes for quick remediation,continuous-integration,https://github.com/marketplace/whitesource-bolt,2025-10-22T05:42:49.966716
Appcircle Mobile CI/CD,Appcircle is a mobile CI/CD platform that provides a fully automated environment to manage mobile app lifecycle end-to-end,continuous-integration,https://github.com/marketplace/appcircle-mobile-ci-cd,2025-10-22T05:42:51.755725
Localazy,Manage your i18n and localization needs from one place with Localazy ®,continuous-integration,https://github.com/marketplace/localazy,2025-10-22T05:42:51.934353
Semantic Pull Requests,Write semantic commit messages and let the robots do the versioning and releasing,continuous-integration,https://github.com/marketplace/semantic-pull-requests,2025-10-22T05:42:52.476833
Restack AI,"Automatically build, test and deploy your Restack AI applications",continuous-integration,https://github.com/marketplace/restack-ci-cd,2025-10-22T05:42:52.646742
GuardRails,GuardRails provides continuous security feedback for modern development teams,continuous-integration,https://github.com/marketplace/guardrails,2025-10-22T05:42:52.815728
Flightcontrol Platform,Developer-first AWS infrastructure,continuous-integration,https://github.com/marketplace/flightcontrol-platform,2025-10-22T05:42:52.886772
BuildJet,Managed high-performance runners for Github Actions,continuous-integration,https://github.com/marketplace/buildjet,2025-10-22T05:42:53.029881
scalr.io,Centralize Terraform administration while decentralizing operations,continuous-integration,https://github.com/marketplace/scalr-io,2025-10-22T05:42:53.225773
Squash.io,On Demand & One-Click Test Environments for Web Apps and Microservices,continuous-integration,https://github.com/marketplace/squash-io,2025-10-22T05:42:53.917600
Merge Freeze,Better control over pull request merges and deploys,continuous-integration,https://github.com/marketplace/merge-freeze,2025-10-22T05:42:54.048638
"Flagsmith: Feature Flags, Remote Config and AB Testing Service","Manage feature flags across web, mobile and server side application",continuous-integration,https://github.com/marketplace/bullet-train-feature-flags,2025-10-22T05:42:54.224425
Testspace.com,"Test Management software for DevOps, including CI Results Dashboard, Manual Test Case Management, and Exploratory testing",continuous-integration,https://github.com/marketplace/testspace-com,2025-10-22T05:42:54.740368
Deliverybot,"Deploy your code using GitHub API's. Automatic deployments, PR deployments and integrations for any service",continuous-integration,https://github.com/marketplace/deliverybot,2025-10-22T05:42:56.386951
Semantic PRs,Check that pull requests follow the Conventional Commits spec,continuous-integration,https://github.com/marketplace/semantic-prs,2025-10-22T05:42:56.567190
Check Run Reporter,"See your test and style results without leaving GitHub. Works with any CI service. Supports JUnit, Checkstyle, and more",continuous-integration,https://github.com/marketplace/check-run-reporter,2025-10-22T05:42:56.743400
Buddy,One-click delivery automation for Web Developers,continuous-integration,https://github.com/marketplace/buddy,2025-10-22T05:42:57.213250
Cirun.io,"GitHub Actions on your Cloud - Run Self-Hosted Runners on AWS, GCP, Azure, DigitalOcean, Oracle or OpenStack",continuous-integration,https://github.com/marketplace/cirun-io,2025-10-22T05:42:57.747442
unmock,"Unmock helps you organize mocks (fixtures) for your HTTP(S) calls, speeding up development and increasing resiliency",continuous-integration,https://github.com/marketplace/unmock,2025-10-22T05:42:58.090726
Packit-as-a-Service,A service which helps you integrate your upstream GitHub project into Fedora ecosystem,continuous-integration,https://github.com/marketplace/packit-as-a-service,2025-10-22T05:42:58.449877
mabl bot,Intelligent end-to-end application testing,continuous-integration,https://github.com/marketplace/mabl-bot,2025-10-22T05:42:58.811531
RubyCI - CI/CD for Ruby on Rails,Fastest and feature rich Ruby on Rails focused CI/CD,continuous-integration,https://github.com/marketplace/rubyci,2025-10-22T05:42:58.928203
Jit Security,The Only Open DevSecOps Orchestration Platform,continuous-integration,https://github.com/marketplace/jit-security,2025-10-22T05:42:59.038447
Foresight,See you later on the other side,continuous-integration,https://github.com/marketplace/thundra-foresight,2025-10-22T05:42:59.199504
Deploybot-app,Manage and automate Github Deployments across repos and organizations,continuous-integration,https://github.com/marketplace/deploybot-app,2025-10-22T05:42:59.375855
BuildPulse,"Automatically detect, track, and rank flaky tests so you can regain trust in your test suite",continuous-integration,https://github.com/marketplace/buildpulse,2025-10-22T05:43:01.092352
Emerge Tools,"Monitor & optimize mobile app performance, get alerted of regressions before they reach your users",continuous-integration,https://github.com/marketplace/emerge-tools,2025-10-22T05:43:01.262504
Stacktape AWS deployments,"97 % of AWS capabilities, 3% complexity",continuous-integration,https://github.com/marketplace/stacktape-aws-deployments,2025-10-22T05:43:02.482573
Fire CI,Turn your team laptops into a farm of Docker based CI servers,continuous-integration,https://github.com/marketplace/fire-ci,2025-10-22T05:43:02.809914
AWS Connector for Europe (Milan),"Enables AWS services to get notified on repository events, and download source code to build, test and deploy",continuous-integration,https://github.com/marketplace/aws-connector-for-europe-milan,2025-10-22T05:43:02.882146
JFrog App for GitHub,"The JFrog GitHub App automates repo setup, scanning & security to boost velocity with enterprise-grade compliance in GitHub",continuous-integration,https://github.com/marketplace/jfrog-for-github,2025-10-22T05:43:03.036212
Pika,Build Better NPM Packages,continuous-integration,https://github.com/marketplace/pika-ci-cd,2025-10-22T05:43:03.151066
GitHint Bot,GitHint ensures that your pull requests follow specified conventions,continuous-integration,https://github.com/marketplace/githint-bot,2025-10-22T05:43:03.305069
Semantic PR Title,Verifies PR title complies with Angular commit convention standard (or custom regex),continuous-integration,https://github.com/marketplace/semantic-pr-title,2025-10-22T05:43:03.429983
Configure Azure Settings,"Configure your repository to host, build and deploy its contents to Microsoft Azure, all with a few lines of yaml",continuous-integration,https://github.com/marketplace/configure-azure-settings,2025-10-22T05:43:03.751374
Indiecrew Integration,"Streamline Minecraft plugin and mod development with automated builds, testing, and deployment workflows. Built for GitHub",continuous-integration,https://github.com/marketplace/indiecrew-integration,2025-10-22T05:43:03.902751
seriesci,Time Series Data for Continuous Integration,continuous-integration,https://github.com/marketplace/series-ci,2025-10-22T05:43:04.011799
gobencher,Continuous benchmarking for the Go programming language,continuous-integration,https://github.com/marketplace/gobencher,2025-10-22T05:43:05.500969
Buildalon,"Build, test, and deploy Unity apps",continuous-integration,https://github.com/marketplace/buildalon,2025-10-22T05:43:05.740870
Extant DevSecOps,Speed up your remediation cycles for security vulnerabilities with Extant DevSecOps pipeline tools,continuous-integration,https://github.com/marketplace/extant-devsecops,2025-10-22T05:43:05.943071
AWS Connector for GovCloud,"Enables AWS services to get notified on repository events, and download source code to build, test and deploy",continuous-integration,https://github.com/marketplace/aws-connector-for-govcloud,2025-10-22T05:43:06.137224
Screenshotbot,Get notified when screenshots of your app changes,continuous-integration,https://github.com/marketplace/screenshotbot,2025-10-22T05:43:06.313071
"Lang CI [alpha, seeking feedback]",AI agent to help you fix GitHub Actions workflows,continuous-integration,https://github.com/marketplace/treebeard-build,2025-10-22T05:43:06.480997
OpsMaru,GitHub integration for opsmaru.com,continuous-integration,https://github.com/marketplace/upmaru-instellar,2025-10-22T05:43:06.656808
scanoss.app,SCANOSS detects undeclared OSS components in your commits,continuous-integration,https://github.com/marketplace/scanoss-app,2025-10-22T05:43:07.002928
IntelliJ CI Dashboard,Manage your GitHub actions from you Intellij IDE,continuous-integration,https://github.com/marketplace/intellij-ci-dashboard,2025-10-22T05:43:07.170502
side8 pipeline,AWS CloudFormation CI/CD,continuous-integration,https://github.com/marketplace/side8-pipeline,2025-10-22T05:43:07.275847
GitPause,Don't let bugs slip into your production - define code freeze periods for your codebase and automate them,continuous-integration,https://github.com/marketplace/gitpause,2025-10-22T05:43:07.436027
Flaptastic,Manage flaky unit tests. Click a checkbox to instantly disable any test on all branches. Works with your current test suite,continuous-integration,https://github.com/marketplace/flaptastic,2025-10-22T05:43:07.606849
Ship | Build Monitoring,Elegant desktop + menu bar app to monitor CI/CD builds,continuous-integration,https://github.com/marketplace/shipapp-io,2025-10-22T05:43:07.782826
NCM - NodeSource,NCM integration for GitHub securing your Pull Requests and Deployments,continuous-integration,https://github.com/marketplace/ncm-nodesource,2025-10-22T05:43:08.012190
Test Check Publisher,Continuous integration unit test publisher for annotating commits with results using the checks API from 3rd party CI systems,continuous-integration,https://github.com/marketplace/test-check-publisher,2025-10-22T05:43:08.198252
Mosaic AI Integration,Mosaic is the AI-Powered workforce management software that is radically changing how companies are operated,continuous-integration,https://github.com/marketplace/mosaic-ai-integration,2025-10-22T05:43:08.378201
jile-github,Connect GitHub with Jile,continuous-integration,https://github.com/marketplace/jile-github,2025-10-22T05:43:08.552816
Garnet Secrets Scanner (deprecated),"Real-time secrets detection, alerting and remediation in your PRs",continuous-integration,https://github.com/marketplace/garnet-scanner,2025-10-22T05:43:10.121308
ocaml-benchmarks,Benchmarking for Ocaml projects,continuous-integration,https://github.com/marketplace/ocaml-benchmarks,2025-10-22T05:43:10.278571
Endevor® Bridge for Git by Broadcom,Use Git to work on Mainframe applications managed in Endevor®. Contact Broadcom to get started,continuous-integration,https://github.com/marketplace/ca-endevor-bridge-for-git,2025-10-22T05:43:10.448279
CommentAgent,A GitHub bot to trigger a configured GitHub action based on found text in a comment from an authorized user,continuous-integration,https://github.com/marketplace/commentagent,2025-10-22T05:43:10.618453
CICube - AI DevOps Agents,AI DevOps Platform for Enterprise Devops Teams,continuous-integration,https://github.com/marketplace/cicube-github-actions-monitoring,2025-10-22T05:43:10.966223
VisWiz.io,Visual Regression Testing as a Service,continuous-integration,https://github.com/marketplace/viswiz-io,2025-10-22T05:43:11.318705
Test KC,Test,continuous-integration,https://github.com/marketplace/azure-oidc-test,2025-10-22T05:43:11.422153
Run RSpec commands,"Each time that new code is pushed into your repo, you can have a RSpec command automatically run",continuous-integration,https://github.com/marketplace/run-rspec-commands,2025-10-22T05:43:11.587436
Buildless,Lightning fast build caching,continuous-integration,https://github.com/marketplace/buildless,2025-10-22T05:43:11.947457
TestRecall,"Analytics for your test suites. Use data to dive insight for your testing strategy,",continuous-integration,https://github.com/marketplace/testrecall,2025-10-22T05:43:12.291131
Faster CI,"Fast, Secure and Economical runners for GitHub Actions",continuous-integration,https://github.com/marketplace/faster-ci,2025-10-22T05:43:12.469171
Poe,Release Management,continuous-integration,https://github.com/marketplace/poe-engineer,2025-10-22T05:43:12.646567
Weaverse,Take your Shopify storefronts to the next level with Weaverse for Github - the first Hydrogen-driven website builder,continuous-integration,https://github.com/marketplace/weaverse,2025-10-22T05:43:12.803824
Monopolis (beta),Makes monorepo management easier for teams by automating best practices,continuous-integration,https://github.com/marketplace/monopolis-cloud,2025-10-22T05:43:13.028343
Managed DevOps Pools,Managed DevOps Pools is an service that offers hosted-on-behalf-of compute for running your GitHub Actions,continuous-integration,https://github.com/marketplace/managed-devops-pools,2025-10-22T05:43:14.900499
PLT Hardware CI,Continuous Integration for your hardware products,continuous-integration,https://github.com/marketplace/plt-hardware-ci,2025-10-22T05:43:15.077563
GRGate,Autopublish draft releases based on commit status (aka checks),continuous-integration,https://github.com/marketplace/grgate,2025-10-22T05:43:15.250879
OctodroidBuildService,This app is a rolling-release distribution of Octodroid (unofficial open-source Github client for Android devices),continuous-integration,https://github.com/marketplace/octodroidbuildservice,2025-10-22T05:43:15.898620
Rultor.com,"GitHub chatbot to merge, deploy, and release your repositories",continuous-integration,https://github.com/marketplace/rultor-com,2025-10-22T05:43:15.985816
Pandium,Release and manage your app’s integrations on Pandium,continuous-integration,https://github.com/marketplace/pandium,2025-10-22T05:43:16.156996
SatoriCI,Automated testing of software and system to assert their behavior,continuous-integration,https://github.com/marketplace/satorici,2025-10-22T05:43:16.329776
Cypress Image Diff,Free visual testing tool that provides a comprehensive overview of differences in appearance,continuous-integration,https://github.com/marketplace/cypress-image-diff,2025-10-22T05:43:16.505828
Runnex.dev,Managed high-performance runners for Github Actions,continuous-integration,https://github.com/marketplace/runnex-dev,2025-10-22T05:43:16.859554
Workflow Generator GitHub Actions,Generate GitHub Actions Workflows in seconds for your project,continuous-integration,https://github.com/marketplace/gawg-workflow-generator,2025-10-22T05:43:17.028452
Package V,Automate the npm package versioning and publishing in github registry,continuous-integration,https://github.com/marketplace/package-v,2025-10-22T05:43:17.203085
Gitlights Actions Analytics,Dashboards and metrics to understand and optimize your GitHub Actions workflows,continuous-integration,https://github.com/marketplace/gitlights-actions-analytics,2025-10-22T05:43:17.376018
BuildBuddy.io,BuildBuddy is enterprise Bazel — the open source build system that allows you to build and test software 10x faster,continuous-integration,https://github.com/marketplace/buildbuddy-io,2025-10-22T05:43:17.507062
CAST Highlight GitHub Automator,Automation tool to clone repositories locally,continuous-integration,https://github.com/marketplace/gitrepofetcher,2025-10-22T05:43:17.813212
pippy app,create configurable pipelines using github action workflows,continuous-integration,https://github.com/marketplace/pippy-app,2025-10-22T05:43:19.173804
Puaro Security,Secure your code today,continuous-integration,https://github.com/marketplace/puaro-security,2025-10-22T05:43:19.317937
Rapido Companion for Salesforce DevOps,Salesforce DevOps from your changeset page - for Admins and Consultants,continuous-integration,https://github.com/marketplace/rapido-companion-for-salesforce-devops,2025-10-22T05:43:19.486808
build2 stage CI,Trigger build2 stage CI on branch push and pull request,continuous-integration,https://github.com/marketplace/build2-stage-ci,2025-10-22T05:43:19.755561
Get Snappy,Visual Regression testing for web applications,continuous-integration,https://github.com/marketplace/get-snappy,2025-10-22T05:43:19.930083
CPods Falcon,CPods Falcon is DevOps offering for easy ML Ops,continuous-integration,https://github.com/marketplace/cpods_oauth,2025-10-22T05:43:20.101562
My Acclaro Translations,Submit source content for localization to Acclaro and receive translations in GitHub through commits and pull requests,continuous-integration,https://github.com/marketplace/my-acclaro-translations,2025-10-22T05:43:20.273459
Cloud 66 Skycap,Skycap is a container native CI/CD tool,continuous-integration,https://github.com/marketplace/cloud-66-skycap,2025-10-22T05:43:20.393816
Percy,Automated visual review platform,continuous-integration,https://github.com/marketplace/percy,2025-10-22T05:43:20.574754
Indeema Tambo,Solution for web developers and DevOps to automize and speedup server setup process,continuous-integration,https://github.com/marketplace/indeema-tambo,2025-10-22T05:43:20.932084
DPLYR.dev,DPLYR is a tool that will help you deploy web apps on cloud servers quickly and efficiently,continuous-integration,https://github.com/marketplace/dplyr-dev,2025-10-22T05:43:21.108829
Model Zoo,Low code machine learning deployment: deploy your model to an HTTP endpoint with a single line of code,continuous-integration,https://github.com/marketplace/model-zoo,2025-10-22T05:43:21.193567
skywre,Connect and deploy to the cloud,continuous-integration,https://github.com/marketplace/skywre,2025-10-22T05:43:21.248732
Simplr Business Suite,Simplr is an ultra heavyweight and business logic software built for professionals with all tools to go agile,continuous-integration,https://github.com/marketplace/simplr-business-suite,2025-10-22T05:43:21.352535
Snyk,"Find, fix (and prevent!) known vulnerabilities in your code",dependency-management,https://github.com/marketplace/snyk,2025-10-22T05:43:23.151110
Renovate,Dependency Automation service by Mend.io,dependency-management,https://github.com/marketplace/renovate,2025-10-22T05:43:23.324017
Socket Security,Developer-first security platform that protects your code from both vulnerable and malicious dependencies,dependency-management,https://github.com/marketplace/socket-security,2025-10-22T05:43:23.480716
Depfu,Automated dependency updates done right,dependency-management,https://github.com/marketplace/depfu,2025-10-22T05:43:23.605771
Debricked,"Automatically identify, fix and prevent vulnerabilities in your open source dependencies",dependency-management,https://github.com/marketplace/debricked,2025-10-22T05:43:23.715939
Repman - PHP Repository Manager,Repman lets you manage private PHP Composer dependencies and speed up Packagist downloads up to 80% with a dedicated CDN,dependency-management,https://github.com/marketplace/repman-php-repository-manager,2025-10-22T05:43:23.987962
JS Bundle Analyzer,Keep your webpack bundle optimized over time,dependency-management,https://github.com/marketplace/js-bundle-analyzer,2025-10-22T05:43:24.169402
MyGet,"Artifact and Package Repositories: Hosted NuGet, npm, Bower, Maven, PHP, VSIX, Python PyPI & RubyGems feeds",dependency-management,https://github.com/marketplace/myget,2025-10-22T05:43:24.349882
Git X-Modules,A better way to manage modular Git projects,dependency-management,https://github.com/marketplace/git-x-modules,2025-10-22T05:43:24.531534
Releases Tracker,Keep track of new releases,dependency-management,https://github.com/marketplace/releases-tracker,2025-10-22T05:43:24.707940
Contrast Security SCA,Automated software composition analysis at scale,dependency-management,https://github.com/marketplace/contrast-security-sca,2025-10-22T05:43:25.072706
Phylum,"Automate software supply chain security to prevent malware, vulnerabilities, and other risks",dependency-management,https://github.com/marketplace/phylum-io,2025-10-22T05:43:25.419740
Container Registry,"Best-in-class CNCF Harbor based Container Image Management for individuals, teams and organizations",dependency-management,https://github.com/marketplace/container-registry,2025-10-22T05:43:25.704759
StackAid,Fund all your open source dependencies,dependency-management,https://github.com/marketplace/stackaid,2025-10-22T05:43:25.855263
Black Duck Security,"Onboard SAST/SCA at scale, find and fix security and code quality issues in your code and open source",dependency-management,https://github.com/marketplace/black-duck-security,2025-10-22T05:43:26.209307
Bytesafe Integration,Stay in control and keep unwanted dependencies out of your organization,dependency-management,https://github.com/marketplace/bytesafe-integration,2025-10-22T05:43:27.757216
InfieldAI,Data powered dependency upgrades,dependency-management,https://github.com/marketplace/infieldai,2025-10-22T05:43:27.848980
Private Dependency Graph,Resolves dependencies/dependents in your GitHub organization,dependency-management,https://github.com/marketplace/private-dependency-graph,2025-10-22T05:43:28.153582
Scantist DevSecOps,Proactive vulnerability management and license compliance for your third-party components,dependency-management,https://github.com/marketplace/scantist-sca,2025-10-22T05:43:28.508542
WP Package Editor,The core functionality of WP Package Editor (WP2E) is to create and manage installation packages for WordPress,dependency-management,https://github.com/marketplace/wp-package-editor,2025-10-22T05:43:28.680621
Threatrix,"Audit quality, snippet level, open source security and license compliance in build-time with auto-remediation",dependency-management,https://github.com/marketplace/threatrix,2025-10-22T05:43:29.137897
SafeDep,SafeDep scans open source packages for malicious code before they are introduced in your repositories,dependency-management,https://github.com/marketplace/safedep,2025-10-22T05:43:29.319749
EdgeBit Security,Real-time SCA tool to find issues in your supply chain and rank threats with context from production execution,dependency-management,https://github.com/marketplace/edgebit-security,2025-10-22T05:43:29.483177
Dependabot-Slack-Integration,This Azure Function App helps you to integrate Dependabot alerts to your slack channels,dependency-management,https://github.com/marketplace/dependabot-slack-integration,2025-10-22T05:43:29.651995
JellyBeanBot,An app that scans your repo for jellybean.yml files and syncs the details with your Jelly Bean Jar account,dependency-management,https://github.com/marketplace/jellybeanbot,2025-10-22T05:43:29.791910
LocaleBadger,"LocaleBadger automates the internationalization (i18n) and localization (l10n) of software repositories: Rails, Gatsby, React",dependency-management,https://github.com/marketplace/localebadger,2025-10-22T05:43:29.929264
PackjGuard,"Hardens your repo, detects dependency confusion & typo-squatting attempts, blocks malicious/risky open-source dependencies",dependency-management,https://github.com/marketplace/packjguard,2025-10-22T05:43:30.095596
OpenSCA SaaS OAuth,OpenSCA is an open source solution to check your software for supply chain security risks,dependency-management,https://github.com/marketplace/opensca-saas-oauth,2025-10-22T05:43:30.259097
nemabot,Keep your engineering data up-to-date with your code,dependency-management,https://github.com/marketplace/nemabot,2025-10-22T05:43:30.425863
Xygeni Security,"Find, fix, and block vulnerabilities, secrets, misconfigurations, malware & supply chain attacks in your code and pipelines",dependency-management,https://github.com/marketplace/xygeni-security,2025-10-22T05:43:30.594415
Cloud 66 Deployments,Deploy your code to your own servers on any cloud,deployment,https://github.com/marketplace/cloud-66-deployments,2025-10-22T05:43:32.737240
Doppler,"Universal Secrets Manager that is the central source of truth for secrets across development, GitHub actions, & production",deployment,https://github.com/marketplace/doppler-secrets-manager,2025-10-22T05:43:32.910928
Uffizzi Cloud,Make everyday a release day. 5x your release frequency with ephemeral preview environments for every PR,deployment,https://github.com/marketplace/uffizzi-cloud,2025-10-22T05:43:33.394889
Sleuth,Track and improve engineering efficiency,deployment,https://github.com/marketplace/sleuth-deployment-tracking,2025-10-22T05:43:33.710856
Brainboard,"Brainboard is a tool that allows you to visually design, deploy and manage infrastructures on any cloud, collaboratively",deployment,https://github.com/marketplace/brainboard,2025-10-22T05:43:33.871065
Cloudzilla Launcher,Fast track your applications to the Internet,deployment,https://github.com/marketplace/cloudzilla-launcher,2025-10-22T05:43:34.453823
Decentralized Internet,An NPM library of programs to create decentralized web and distributed computing projects,deployment,https://github.com/marketplace/decentralized-internet,2025-10-22T05:43:36.162141
PR Scheduler,Lets developers schedule PRs to be merged at a specific date/time. Useful for scheduling posts on static blog frameworks,deployment,https://github.com/marketplace/pr-scheduler,2025-10-22T05:43:36.348140
Octopus Deploy,"Deploy your software to multi-cloud, hybrid, and on-premises environments with ease",deployment,https://github.com/marketplace/octopus-deploy,2025-10-22T05:43:36.704557
Altostra,No-code infrastructure platform for developers,deployment,https://github.com/marketplace/altostra,2025-10-22T05:43:36.875141
Repl.deploy,Automatically deploy from GitHub to Replit,deployment,https://github.com/marketplace/repl-deploy,2025-10-22T05:43:37.037439
Swift Package Registry,A Published List of Swift Packages,deployment,https://github.com/marketplace/swift-package-registry,2025-10-22T05:43:37.201086
Strap,Strap is a script to bootstrap a minimal macOS development system,deployment,https://github.com/marketplace/strap,2025-10-22T05:43:38.424166
Pull Dog,Automatic Docker Compose based test environments for your pull requests,deployment,https://github.com/marketplace/pull-dog,2025-10-22T05:43:38.594756
DeployWizard,Create preview URLs for your Pull Requests with DeployWizard,deployment,https://github.com/marketplace/deploywizard,2025-10-22T05:43:40.991977
Code Expander,Type faster using abbreviations for phrases with gist,deployment,https://github.com/marketplace/code-expander,2025-10-22T05:43:41.167213
Releasy Semantic,Releasy - Semantic versioning of your software easily,deployment,https://github.com/marketplace/releasy-semantic,2025-10-22T05:43:41.877096
Flagsmith Integration,View your Flagsmith Flags inside your GitHub Issues and Pull Request,deployment,https://github.com/marketplace/flagsmith-integration,2025-10-22T05:43:42.047624
Sparklehub Appcast,Generate your Sparkle appcasts with GitHub Releases,deployment,https://github.com/marketplace/sparklehub-appcast,2025-10-22T05:43:42.532733
Onboardbase,"Simple and secure storage for your team's environment configs, at every stage of development, synced across your infra",deployment,https://github.com/marketplace/onboardbase-secrets-manager,2025-10-22T05:43:42.698389
Oobeya | DORA Metrics,Measure and track the most accurate DORA Metrics,deployment,https://github.com/marketplace/oobeya-dora-metrics,2025-10-22T05:43:42.918628
CNP for DevOps,Infrastructure-as-Code (IaC) scan functionality from Cloud Native Protector (CNP),deployment,https://github.com/marketplace/cnp-for-devops,2025-10-22T05:43:43.071099
Code Pipes,The application installer for the public cloud,deployment,https://github.com/marketplace/code-pipes,2025-10-22T05:43:43.241846
D2X Launchpad,Create repositories fully configured for Well-Architected Salesforce development preconfigured for Actions and Codespaces,deployment,https://github.com/marketplace/d2x-launchpad,2025-10-22T05:43:43.599263
Custom Notebook Image Build Bot,This bot helps you to create container images for you Jupyter Notebooks on Open Data Hub,deployment,https://github.com/marketplace/custom-notebook-image-build-bot,2025-10-22T05:43:45.178613
Matatika Workspaces,Extract data from 500 sources in a modern data project,deployment,https://github.com/marketplace/matatika-workspaces,2025-10-22T05:43:45.358897
Progress Logger,List merged pull requests on Slack every morning,deployment,https://github.com/marketplace/progress-logger,2025-10-22T05:43:45.897630
Secure Guard,Enterprise-Grade Container Security Platform,deployment,https://github.com/marketplace/oortfy,2025-10-22T05:43:46.216474
SyncDepot,Synchronize your repository's issues and releases with clients. IN DEVELOPMENT,deployment,https://github.com/marketplace/syncdepot,2025-10-22T05:43:46.355878
Opsly,Opsly is a self-service DevOps platform enabling devs without DevOps knowledge to build and deploy apps using DevOps code,deployment,https://github.com/marketplace/opsly,2025-10-22T05:43:46.531345
alpha-team-hng-bot,"Bot app listens for specific GitHub events, verifies their authenticity, and triggers Docker-based deployments",deployment,https://github.com/marketplace/alpha-team-hng-bot,2025-10-22T05:43:46.976916
CloudEnv HQ,Keep Your Environmental Variables Secure And In Sync,deployment,https://github.com/marketplace/cloudenv-hq,2025-10-22T05:43:47.143905
Cloud 66 for Rails,"Build, deploy, and maintain your Rails apps on any cloud or server",deployment,https://github.com/marketplace/cloud-66-for-rails,2025-10-22T05:43:47.322496
Gtiploy,Build the deployment system around GitHub in minutes,deployment,https://github.com/marketplace/gtiploy,2025-10-22T05:43:47.886446
Proven Cloud - Login,Sign in to Proven with GitHub,deployment,https://github.com/marketplace/proven-cloud-login,2025-10-22T05:43:50.219729
Cube Cloud Integration,Managed Cloud for Cube applications,deployment,https://github.com/marketplace/cube-cloud-integration,2025-10-22T05:43:50.336919
Honeycomb.io,Observability helps you understand what’s happening in production and debug issues fast,deployment-protection-rules,https://github.com/marketplace/honeycomb-io,2025-10-22T05:43:52.002897
Branch Guardian,A GitHub App to automatically protect the main branches in an organisation's repos,deployment-protection-rules,https://github.com/marketplace/branch-guardian,2025-10-22T05:43:52.184759
Sentry-Vine,Integrate Sentry with Vine,deployment-protection-rules,https://github.com/marketplace/sentry-vine,2025-10-22T05:43:52.360235
Jam.dev,Create GitHub issues with all the details developers need to resolve bugs faster,desktop-tools,https://github.com/marketplace/jam-dev-for-github,2025-10-22T05:43:54.135512
Neat,"GitHub notifications in your macOS menu bar. Alternative to DevHub, Octobox, and Slack",desktop-tools,https://github.com/marketplace/notifications-by-neat,2025-10-22T05:43:54.441347
Slapdash,Command Bar Launcher for Github,desktop-tools,https://github.com/marketplace/slapdash,2025-10-22T05:43:54.604882
NotesHub: Notes App,"Fully cross-platform, vendor-agnostic, markdown-based note-taking app with deep GitHub integration",desktop-tools,https://github.com/marketplace/noteshub-notes-app,2025-10-22T05:43:54.782493
Git Streaks,Make coding on GitHub a habit,desktop-tools,https://github.com/marketplace/git-streaks,2025-10-22T05:43:54.958515
Simple discord bot,This is a app the can help you make a discord bot. This app makes a starter code types simple and helps with the bots discord,desktop-tools,https://github.com/marketplace/simple-discord-bot,2025-10-22T05:43:55.129500
Join Buzz,Your GitHub notifications on your menu bar,desktop-tools,https://github.com/marketplace/join-buzz,2025-10-22T05:43:55.478026
octo.app,Build your knowledge base,desktop-tools,https://github.com/marketplace/octo-editor,2025-10-22T05:43:55.618302
Memo Note App,GitHub Gist Powered Smart Note Taking App,desktop-tools,https://github.com/marketplace/memo-note-app,2025-10-22T05:43:55.794456
PDF Studio for Windows,"An easy to use, full-featured PDF editing software",desktop-tools,https://github.com/marketplace/pdf-studio-for-windows,2025-10-22T05:43:56.157280
PDF Studio Viewer,PDF Studio Viewer is a Free PDF Viewer,desktop-tools,https://github.com/marketplace/pdf-studio-viewer,2025-10-22T05:43:56.469455
PDF Studio for macOS,"An easy to use, full-featured PDF editing software",desktop-tools,https://github.com/marketplace/pdf-studio-for-macos,2025-10-22T05:43:56.562607
Forky.io,A zen mindmapping tool,desktop-tools,https://github.com/marketplace/forky-io,2025-10-22T05:43:56.713732
PDF Studio Viewer for Linux,"Create, Review and Edit PDF Documents",desktop-tools,https://github.com/marketplace/pdf-studio-viewer-for-linux,2025-10-22T05:43:56.893540
Curiosity for GitHub,Search all your apps and data in one place,desktop-tools,https://github.com/marketplace/curiosity-for-github,2025-10-22T05:43:57.067113
PDF Studio Viewer for macOS,"Create, Review and Edit PDF Documents",desktop-tools,https://github.com/marketplace/pdf-studio-viewer-for-macos,2025-10-22T05:43:58.935683
Snippie for macOS,"Revolutionize your coding workflow with Snippie, the ultimate Gist / Snippets manager",desktop-tools,https://github.com/marketplace/snippie-for-macos,2025-10-22T05:43:59.446701
aforabbasi.com,Elevate your project with authenticity and innovation with our dedication transforms visions into immersive realities,desktop-tools,https://github.com/marketplace/aforabbasi-com,2025-10-22T05:43:59.792348
Coding Rooms,The first virtual classroom for teaching programming,ides,https://github.com/marketplace/coding-rooms,2025-10-22T05:44:02.008608
Vue Play,Create Vue Applications using a Visual Designer,ides,https://github.com/marketplace/vue-play-studio,2025-10-22T05:44:02.365704
Codeit,Mobile code editor connected to Git,ides,https://github.com/marketplace/codeit-codes,2025-10-22T05:44:02.544835
Cerveau,Note-taking based on plain-text Markdown in Git repo,ides,https://github.com/marketplace/cerveau-neuron,2025-10-22T05:44:02.813304
FlowUI,Builds and runs mobile UI Automation non-flaky tests. Specially designed for QA,ides,https://github.com/marketplace/flowui,2025-10-22T05:44:02.877143
Matillion Data Productivity Cloud Integration,Seamless Matillion Data Pipeline management via GitHub,ides,https://github.com/marketplace/matillion-data-productivity-cloud-integration,2025-10-22T05:44:03.016466
